object,image,state,adj,words_w2v
notepad,notepad_whole.jpg,b,whole,notepad
shoppingcart,shoppingcart_full.jpg,b,full,shopping cart
cup,cup_dirty.jpg,a,dirty,cup
nail,nail_bent.jpg,a,bent,nail
sleepingbag,sleepingbag_rolled.jpg,a,rolled,sleeping bag
pineapple,pineapple_unsliced.jpg,b,unsliced,pineapple
lock,lock_open.jpg,a,open,lock
cracker,cracker_broken.jpg,a,broken,cracker
boot,boot_dirty.jpg,a,dirty,boot
pig,pig_dirty.jpg,a,dirty,pig
seatbelt,seatbelt_open.jpg,a,open,seatbelt
chapstick,chapstick_closed.jpg,b,closed,chapstick
couch,couch_clean.jpg,b,clean,couch
jar,jar_empty.jpg,a,empty,jar
staircase,staircase_curved.jpg,a,curved,staircase
banana,banana_peeled.jpg,a,peeled,banana
napkin,napkin_folded.jpg,a,folded,napkin
car,car_clean.jpg,b,clean,car
egg,egg_broken.jpg,a,broken,egg
paper,paper_folded.jpg,a,folded,paper
lime,lime_unsliced.jpg,b,unsliced,lime
wallet,wallet_closed.jpg,b,closed,wallet
plate,plate_whole.jpg,b,whole,plate
soccerball,soccerball_dirty.jpg,a,dirty,soccerball
cracker,cracker_whole.jpg,b,whole,cracker
wallet,wallet_open.jpg,a,open,wallet
can,can_closed.jpg,b,closed,can
table,table_broken.jpg,a,broken,table
book,book_closed.jpg,b,closed,book
juicebottle,juicebottle_open.jpg,a,open,juice bottle
treasurechest,treasurechest_closed.jpg,b,closed,treasure chest
table,table_whole.jpg,b,whole,table
blanket,blanket_folded.jpg,a,folded,blanket
stapler,stapler_open.jpg,a,open,stapler
salami,salami_sliced.jpg,a,sliced,salami
envelope,envelope_whole.jpg,b,whole,envelope
towel,towel_folded.jpg,a,folded,towel
laptop,laptop_closed.jpg,b,closed,laptop
treasurechest,treasurechest_open.jpg,a,open,treasure chest
potato,potato_clean.jpg,b,clean,potato
blanket,blanket_unfolded.jpg,b,unfolded,blanket
stovetop,stovetop_clean.jpg,b,clean,stovetop
paper,paper_unfolded.jpg,b,unfolded,paper
eye,eye_closed.jpg,b,closed,eye
boot,boot_clean.jpg,b,clean,boot
road,road_straight.jpg,b,straight,road
eggcarton,eggcarton_empty.jpg,a,empty,egg carton
gloves,gloves_dirty.jpg,a,dirty,gloves
microwave,microwave_open.jpg,a,open,microwave
pencil,pencil_broken.jpg,a,broken,pencil
sleepingbag,sleepingbag_unrolled.jpg,b,unrolled,sleeping bag
staircase,staircase_straight.jpg,b,straight,staircase
filefolder,filefolder_closed.jpg,b,closed,file folder
bread,bread_sliced.jpg,a,sliced,bread
lawnchair,lawnchair_unfolded.jpg,b,unfolded,lawnchair
shoelace,shoelace_untied.jpg,b,untied,shoelace
straw,straw_bent.jpg,a,bent,straw
ladder,ladder_unfolded.jpg,b,unfolded,ladder
spoon,spoon_dirty.jpg,a,dirty,spoon
laptop,laptop_open.jpg,a,open,laptop
rug,rug_rolled.jpg,a,rolled,rug
fridge,fridge_open.jpg,a,open,fridge
cigarette,cigarette_broken.jpg,a,broken,cigarette
waterbottle,waterbottle_open.jpg,a,open,waterbottle
couch,couch_dirty.jpg,a,dirty,couch
egg,egg_whole.jpg,b,whole,egg
sweater,sweater_unfolded.jpg,b,unfolded,sweater
milkcarton,milkcarton_closed.jpg,b,closed,milk carton
lawnchair,lawnchair_folded.jpg,a,folded,lawnchair
glasses,glasses_broken.jpg,a,broken,glasses
watermelon,watermelon_unsliced.jpg,b,unsliced,watermelon
