,Unnamed: 0,noun,utterance_x,image,state,adj,adj_utterance,natural_adj_utterance,item,natural_utterance,utterance_y,object,mean_response,count_response
93,93,boot,boot,present.jpg,,,,,boot,boot,boot,present.jpg,1.0,5.0
94,94,boot,boot,onionrings.jpg,,,,,boot,boot,,,,
95,95,boot,clean boot,boot_dirty.jpg,a,dirty,clean,clean,boot,clean boot,clean boot,boot_dirty.jpg,1.9047619047619047,21.0
96,96,boot,clean boot,boot_clean.jpg,b,clean,clean,clean,boot,clean boot,clean boot,boot_clean.jpg,6.409090909090909,22.0
97,97,boot,clean boot,measuringtape.jpg,,,clean,clean,boot,clean boot,clean boot,measuringtape.jpg,1.0,3.0
98,98,boot,clean boot,present.jpg,,,clean,clean,boot,clean boot,clean boot,present.jpg,1.0,5.0
99,99,boot,clean boot,onionrings.jpg,,,clean,clean,boot,clean boot,clean boot,onionrings.jpg,1.0,6.0
100,100,boot,dirty boot,boot_dirty.jpg,a,dirty,dirty,dirty,boot,dirty boot,dirty boot,boot_dirty.jpg,6.428571428571429,21.0
101,101,boot,dirty boot,boot_clean.jpg,b,clean,dirty,dirty,boot,dirty boot,dirty boot,boot_clean.jpg,2.0526315789473686,19.0
102,102,boot,dirty boot,measuringtape.jpg,,,dirty,dirty,boot,dirty boot,,,,
103,103,boot,dirty boot,present.jpg,,,dirty,dirty,boot,dirty boot,dirty boot,present.jpg,1.0,4.0
104,104,boot,dirty boot,onionrings.jpg,,,dirty,dirty,boot,dirty boot,dirty boot,onionrings.jpg,1.0,7.0
105,105,bread,bread,bread_sliced.jpg,a,sliced,,,bread,bread,bread,bread_sliced.jpg,6.5,20.0
106,106,bread,bread,bread_unsliced.jpg,b,unsliced,,,bread,bread,bread,bread_unsliced.jpg,6.904761904761905,21.0
107,107,bread,bread,triangle.jpg,,,,,bread,bread,bread,triangle.jpg,1.0909090909090908,11.0
108,108,bread,bread,necklace.jpg,,,,,bread,bread,bread,necklace.jpg,1.2,5.0
109,109,bread,bread,shark.jpg,,,,,bread,bread,,,,
110,110,bread,sliced bread,bread_sliced.jpg,a,sliced,sliced,sliced,bread,sliced bread,sliced bread,bread_sliced.jpg,6.809523809523809,21.0
111,111,bread,sliced bread,bread_unsliced.jpg,b,unsliced,sliced,sliced,bread,sliced bread,sliced bread,bread_unsliced.jpg,2.1904761904761907,21.0
112,112,bread,sliced bread,triangle.jpg,,,sliced,sliced,bread,sliced bread,sliced bread,triangle.jpg,1.0,3.0
113,113,bread,sliced bread,necklace.jpg,,,sliced,sliced,bread,sliced bread,sliced bread,necklace.jpg,1.0,4.0
114,114,bread,sliced bread,shark.jpg,,,sliced,sliced,bread,sliced bread,sliced bread,shark.jpg,1.0,6.0
115,115,bread,unsliced bread,bread_sliced.jpg,a,sliced,unsliced,unsliced,bread,unsliced bread,unsliced bread,bread_sliced.jpg,1.9523809523809523,21.0
116,116,bread,unsliced bread,bread_unsliced.jpg,b,unsliced,unsliced,unsliced,bread,unsliced bread,unsliced bread,bread_unsliced.jpg,6.6,20.0
117,117,bread,unsliced bread,triangle.jpg,,,unsliced,unsliced,bread,unsliced bread,,,,
118,118,bread,unsliced bread,necklace.jpg,,,unsliced,unsliced,bread,unsliced bread,unsliced bread,necklace.jpg,1.0,5.0
119,119,bread,unsliced bread,shark.jpg,,,unsliced,unsliced,bread,unsliced bread,unsliced bread,shark.jpg,1.0,7.0
120,120,bucket,bucket,bucket_dirty.jpg,a,dirty,,,bucket,bucket,bucket,bucket_dirty.jpg,6.333333333333333,21.0
121,121,bucket,bucket,bucket_clean.jpg,b,clean,,,bucket,bucket,bucket,bucket_clean.jpg,6.571428571428571,21.0
122,122,bucket,bucket,caterpillar.jpg,,,,,bucket,bucket,bucket,caterpillar.jpg,1.0,11.0
123,123,bucket,bucket,electricscooter.jpg,,,,,bucket,bucket,bucket,electricscooter.jpg,1.0,5.0
124,124,bucket,bucket,yoyo.jpg,,,,,bucket,bucket,,,,
125,125,bucket,clean bucket,bucket_dirty.jpg,a,dirty,clean,clean,bucket,clean bucket,clean bucket,bucket_dirty.jpg,1.7619047619047619,21.0
126,126,bucket,clean bucket,bucket_clean.jpg,b,clean,clean,clean,bucket,clean bucket,clean bucket,bucket_clean.jpg,6.7727272727272725,22.0
127,127,bucket,clean bucket,caterpillar.jpg,,,clean,clean,bucket,clean bucket,clean bucket,caterpillar.jpg,1.0,4.0
128,128,bucket,clean bucket,electricscooter.jpg,,,clean,clean,bucket,clean bucket,clean bucket,electricscooter.jpg,1.0,5.0
129,129,bucket,clean bucket,yoyo.jpg,,,clean,clean,bucket,clean bucket,clean bucket,yoyo.jpg,1.0,4.0
130,130,bucket,dirty bucket,bucket_dirty.jpg,a,dirty,dirty,dirty,bucket,dirty bucket,dirty bucket,bucket_dirty.jpg,6.590909090909091,22.0
131,131,bucket,dirty bucket,bucket_clean.jpg,b,clean,dirty,dirty,bucket,dirty bucket,dirty bucket,bucket_clean.jpg,2.3181818181818183,22.0
132,132,bucket,dirty bucket,caterpillar.jpg,,,dirty,dirty,bucket,dirty bucket,,,,
133,133,bucket,dirty bucket,electricscooter.jpg,,,dirty,dirty,bucket,dirty bucket,dirty bucket,electricscooter.jpg,1.0,4.0
134,134,bucket,dirty bucket,yoyo.jpg,,,dirty,dirty,bucket,dirty bucket,dirty bucket,yoyo.jpg,1.0,7.0
135,135,cabinet,cabinet,cabinet_open.jpg,a,open,,,cabinet,cabinet,cabinet,cabinet_open.jpg,6.333333333333333,18.0
136,136,cabinet,cabinet,cabinet_closed.jpg,b,closed,,,cabinet,cabinet,cabinet,cabinet_closed.jpg,6.444444444444445,18.0
137,137,cabinet,cabinet,medal.jpg,,,,,cabinet,cabinet,cabinet,medal.jpg,1.0,11.0
138,138,cabinet,cabinet,bicycle.jpg,,,,,cabinet,cabinet,cabinet,bicycle.jpg,1.0,5.0
139,139,cabinet,cabinet,grapes.jpg,,,,,cabinet,cabinet,,,,
140,140,cabinet,closed cabinet,cabinet_open.jpg,a,open,closed,closed,cabinet,closed cabinet,closed cabinet,cabinet_open.jpg,2.1578947368421053,19.0
141,141,cabinet,closed cabinet,cabinet_closed.jpg,b,closed,closed,closed,cabinet,closed cabinet,closed cabinet,cabinet_closed.jpg,6.809523809523809,21.0
142,142,cabinet,closed cabinet,medal.jpg,,,closed,closed,cabinet,closed cabinet,closed cabinet,medal.jpg,1.0,3.0
143,143,cabinet,closed cabinet,bicycle.jpg,,,closed,closed,cabinet,closed cabinet,closed cabinet,bicycle.jpg,1.0,5.0
144,144,cabinet,closed cabinet,grapes.jpg,,,closed,closed,cabinet,closed cabinet,closed cabinet,grapes.jpg,1.0,4.0
145,145,cabinet,open cabinet,cabinet_open.jpg,a,open,open,open,cabinet,open cabinet,open cabinet,cabinet_open.jpg,6.6,20.0
146,146,cabinet,open cabinet,cabinet_closed.jpg,b,closed,open,open,cabinet,open cabinet,open cabinet,cabinet_closed.jpg,2.1,20.0
147,147,cabinet,open cabinet,medal.jpg,,,open,open,cabinet,open cabinet,,,,
148,148,cabinet,open cabinet,bicycle.jpg,,,open,open,cabinet,open cabinet,open cabinet,bicycle.jpg,1.0,4.0
149,149,cabinet,open cabinet,grapes.jpg,,,open,open,cabinet,open cabinet,open cabinet,grapes.jpg,1.0,7.0
150,150,can,can,can_open.jpg,a,open,,,can,can,can,can_open.jpg,6.666666666666667,18.0
151,151,can,can,can_closed.jpg,b,closed,,,can,can,can,can_closed.jpg,6.888888888888889,18.0
152,152,can,can,iron.jpg,,,,,can,can,can,iron.jpg,1.0,11.0
153,153,can,can,maracas.jpg,,,,,can,can,can,maracas.jpg,1.0,5.0
154,154,can,can,gopher.jpg,,,,,can,can,,,,
155,155,can,closed can,can_open.jpg,a,open,closed,sealed,can,sealed can,sealed can,can_open.jpg,1.8421052631578947,19.0
156,156,can,closed can,can_closed.jpg,b,closed,closed,sealed,can,sealed can,sealed can,can_closed.jpg,6.3,20.0
157,157,can,closed can,iron.jpg,,,closed,sealed,can,sealed can,sealed can,iron.jpg,1.0,4.0
158,158,can,closed can,maracas.jpg,,,closed,sealed,can,sealed can,sealed can,maracas.jpg,1.0,5.0
159,159,can,closed can,gopher.jpg,,,closed,sealed,can,sealed can,sealed can,gopher.jpg,1.0,6.0
160,160,can,open can,can_open.jpg,a,open,open,open,can,open can,open can,can_open.jpg,6.888888888888889,18.0
161,161,can,open can,can_closed.jpg,b,closed,open,open,can,open can,open can,can_closed.jpg,2.25,20.0
162,162,can,open can,iron.jpg,,,open,open,can,open can,,,,
163,163,can,open can,maracas.jpg,,,open,open,can,open can,open can,maracas.jpg,1.0,5.0
164,164,can,open can,gopher.jpg,,,open,open,can,open can,open can,gopher.jpg,1.0,8.0
165,165,car,car,car_dirty.jpg,a,dirty,,,car,car,car,car_dirty.jpg,6.857142857142857,21.0
166,166,car,car,car_clean.jpg,b,clean,,,car,car,car,car_clean.jpg,6.8,20.0
167,167,car,car,pepper.jpg,,,,,car,car,car,pepper.jpg,1.0,9.0
168,168,car,car,butterfly.jpg,,,,,car,car,car,butterfly.jpg,1.0,5.0
169,169,car,car,headphones.jpg,,,,,car,car,,,,
170,170,car,clean car,car_dirty.jpg,a,dirty,clean,clean,car,clean car,clean car,car_dirty.jpg,2.210526315789474,19.0
171,171,car,clean car,car_clean.jpg,b,clean,clean,clean,car,clean car,clean car,car_clean.jpg,6.476190476190476,21.0
172,172,car,clean car,pepper.jpg,,,clean,clean,car,clean car,clean car,pepper.jpg,1.0,3.0
173,173,car,clean car,butterfly.jpg,,,clean,clean,car,clean car,clean car,butterfly.jpg,1.0,5.0
174,174,car,clean car,headphones.jpg,,,clean,clean,car,clean car,clean car,headphones.jpg,1.0,3.0
175,175,car,dirty car,car_dirty.jpg,a,dirty,dirty,dirty,car,dirty car,dirty car,car_dirty.jpg,6.0476190476190474,21.0
176,176,car,dirty car,car_clean.jpg,b,clean,dirty,dirty,car,dirty car,dirty car,car_clean.jpg,2.4285714285714284,21.0
177,177,car,dirty car,pepper.jpg,,,dirty,dirty,car,dirty car,,,,
178,178,car,dirty car,butterfly.jpg,,,dirty,dirty,car,dirty car,dirty car,butterfly.jpg,1.0,5.0
179,179,car,dirty car,headphones.jpg,,,dirty,dirty,car,dirty car,dirty car,headphones.jpg,1.0,8.0
180,180,carrot,carrot,carrot_peeled.jpg,a,peeled,,,carrot,carrot,carrot,carrot_peeled.jpg,6.75,20.0
181,181,carrot,carrot,carrot_unpeeled.jpg,b,unpeeled,,,carrot,carrot,carrot,carrot_unpeeled.jpg,6.7368421052631575,19.0
182,182,carrot,carrot,glue.jpg,,,,,carrot,carrot,carrot,glue.jpg,1.0,9.0
183,183,carrot,carrot,starfish.jpg,,,,,carrot,carrot,carrot,starfish.jpg,1.0,5.0
184,184,carrot,carrot,airhockeytable.jpg,,,,,carrot,carrot,,,,
185,185,carrot,peeled carrot,carrot_peeled.jpg,a,peeled,peeled,peeled,carrot,peeled carrot,peeled carrot,carrot_peeled.jpg,6.2105263157894735,19.0
186,186,carrot,peeled carrot,carrot_unpeeled.jpg,b,unpeeled,peeled,peeled,carrot,peeled carrot,peeled carrot,carrot_unpeeled.jpg,4.25,20.0
187,187,carrot,peeled carrot,glue.jpg,,,peeled,peeled,carrot,peeled carrot,peeled carrot,glue.jpg,1.0,2.0
188,188,carrot,peeled carrot,starfish.jpg,,,peeled,peeled,carrot,peeled carrot,peeled carrot,starfish.jpg,1.0,5.0
189,189,carrot,peeled carrot,airhockeytable.jpg,,,peeled,peeled,carrot,peeled carrot,peeled carrot,airhockeytable.jpg,1.0,4.0
190,190,carrot,unpeeled carrot,carrot_peeled.jpg,a,peeled,unpeeled,whole,carrot,whole carrot,whole carrot,carrot_peeled.jpg,5.7368421052631575,19.0
191,191,carrot,unpeeled carrot,carrot_unpeeled.jpg,b,unpeeled,unpeeled,whole,carrot,whole carrot,whole carrot,carrot_unpeeled.jpg,6.578947368421052,19.0
192,192,carrot,unpeeled carrot,glue.jpg,,,unpeeled,whole,carrot,whole carrot,,,,
193,193,carrot,unpeeled carrot,starfish.jpg,,,unpeeled,whole,carrot,whole carrot,whole carrot,starfish.jpg,1.0,5.0
194,194,carrot,unpeeled carrot,airhockeytable.jpg,,,unpeeled,whole,carrot,whole carrot,whole carrot,airhockeytable.jpg,1.1428571428571428,7.0
195,195,cdplayer,cdplayer,cdplayer_open.jpg,a,open,,,cd player,cd player,cd player,cdplayer_open.jpg,6.473684210526316,19.0
196,196,cdplayer,cdplayer,cdplayer_closed.jpg,b,closed,,,cd player,cd player,cd player,cdplayer_closed.jpg,6.588235294117647,17.0
197,197,cdplayer,cdplayer,marbles.jpg,,,,,cd player,cd player,cd player,marbles.jpg,1.1111111111111112,9.0
198,198,cdplayer,cdplayer,hotdog.jpg,,,,,cd player,cd player,cd player,hotdog.jpg,1.2,5.0
199,199,cdplayer,cdplayer,bear.jpg,,,,,cd player,cd player,,,,
200,200,cdplayer,closed cdplayer,cdplayer_open.jpg,a,open,closed,closed,cd player,closed cd player,closed cd player,cdplayer_open.jpg,2.3529411764705883,17.0
201,201,cdplayer,closed cdplayer,cdplayer_closed.jpg,b,closed,closed,closed,cd player,closed cd player,closed cd player,cdplayer_closed.jpg,6.65,20.0
202,202,cdplayer,closed cdplayer,marbles.jpg,,,closed,closed,cd player,closed cd player,closed cd player,marbles.jpg,1.0,4.0
203,203,cdplayer,closed cdplayer,hotdog.jpg,,,closed,closed,cd player,closed cd player,closed cd player,hotdog.jpg,1.0,5.0
204,204,cdplayer,closed cdplayer,bear.jpg,,,closed,closed,cd player,closed cd player,closed cd player,bear.jpg,1.0,5.0
205,205,cdplayer,open cdplayer,cdplayer_open.jpg,a,open,open,open,cd player,open cd player,open cd player,cdplayer_open.jpg,6.65,20.0
206,206,cdplayer,open cdplayer,cdplayer_closed.jpg,b,closed,open,open,cd player,open cd player,open cd player,cdplayer_closed.jpg,2.15,20.0
207,207,cdplayer,open cdplayer,marbles.jpg,,,open,open,cd player,open cd player,,,,
208,208,cdplayer,open cdplayer,hotdog.jpg,,,open,open,cd player,open cd player,open cd player,hotdog.jpg,1.0,5.0
209,209,cdplayer,open cdplayer,bear.jpg,,,open,open,cd player,open cd player,open cd player,bear.jpg,1.0,7.0
210,210,chain,broken chain,chain_broken.jpg,a,broken,broken,broken,chain,broken chain,broken chain,chain_broken.jpg,6.684210526315789,19.0
211,211,chain,broken chain,chain_whole.jpg,b,whole,broken,broken,chain,broken chain,broken chain,chain_whole.jpg,1.8,20.0
212,212,chain,broken chain,antelope.jpg,,,broken,broken,chain,broken chain,broken chain,antelope.jpg,1.0,9.0
213,213,chain,broken chain,milkcrate.jpg,,,broken,broken,chain,broken chain,broken chain,milkcrate.jpg,1.2,5.0
214,214,chain,broken chain,fuzzydice.jpg,,,broken,broken,chain,broken chain,,,,
215,215,chain,chain,chain_broken.jpg,a,broken,,,chain,chain,chain,chain_broken.jpg,5.380952380952381,21.0
216,216,chain,chain,chain_whole.jpg,b,whole,,,chain,chain,chain,chain_whole.jpg,6.857142857142857,21.0
217,217,chain,chain,antelope.jpg,,,,,chain,chain,chain,antelope.jpg,1.0,4.0
218,218,chain,chain,milkcrate.jpg,,,,,chain,chain,chain,milkcrate.jpg,1.0,5.0
219,219,chain,chain,fuzzydice.jpg,,,,,chain,chain,chain,fuzzydice.jpg,1.8,5.0
220,220,chain,whole chain,chain_broken.jpg,a,broken,whole,intact,chain,intact chain,intact chain,chain_broken.jpg,1.6666666666666667,21.0
221,221,chain,whole chain,chain_whole.jpg,b,whole,whole,intact,chain,intact chain,intact chain,chain_whole.jpg,6.904761904761905,21.0
222,222,chain,whole chain,antelope.jpg,,,whole,intact,chain,intact chain,,,,
223,223,chain,whole chain,milkcrate.jpg,,,whole,intact,chain,intact chain,intact chain,milkcrate.jpg,1.2,5.0
224,224,chain,whole chain,fuzzydice.jpg,,,whole,intact,chain,intact chain,intact chain,fuzzydice.jpg,1.125,8.0
225,225,chapstick,chapstick,chapstick_open.jpg,a,open,,,chap stick,chap stick,chap stick,chapstick_open.jpg,6.578947368421052,19.0
226,226,chapstick,chapstick,chapstick_closed.jpg,b,closed,,,chap stick,chap stick,chap stick,chapstick_closed.jpg,6.545454545454546,22.0
227,227,chapstick,chapstick,toaster.jpg,,,,,chap stick,chap stick,chap stick,toaster.jpg,1.0909090909090908,11.0
228,228,chapstick,chapstick,saw.jpg,,,,,chap stick,chap stick,chap stick,saw.jpg,1.2,5.0
